field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
REPP 500,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Quatro Cienegas, Coahuila, Mexico",900m,16/9/1971,together with REP493-507 and Mammillaria heyderi,bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 510,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Quatro Cienegas, Coahuila, Mexico",800m,17/9/1971,"together with REP508-514a, Larrea tridentata, Opuntia cholla, O. kleiniae and Yucca sp.",bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
ROSE 11610,Joseph Nelson Rose,ariocarpus fissuratus,"Langtry, Texas, USA",NA,NA,NA,bcss,"Langtry, Texas, USA",direct,29.8085361,-101.5587249
ROSE 11613,Joseph Nelson Rose,ariocarpus fissuratus,"Langtry, Texas, USA",NA,NA,NA,bcss,"Langtry, Texas, USA",direct,29.8085361,-101.5587249
ROSE 12241,Joseph Nelson Rose,ariocarpus fissuratus,"Alpine, Texas, USA",NA,NA,NA,bcss,"Alpine, Texas, USA",direct,30.3602181,-103.6628596
RP 160,Ralph Peters,ariocarpus fissuratus,"West of Terlingua, Brewster, Texas, USA",3400 feet,11/10,NA,bcss,"Terlingua, Brewster, Texas, USA",direction_only,29.321586,-103.616019
RP 92,Ralph Peters,ariocarpus fissuratus,"Brewster, Texas, USA",3600 feet,4/92,NA,bcss,"Brewster, Texas, USA",direct,29.8462742,-103.2400734
RS 1088,Roman Staník,ariocarpus fissuratus v. intermedius,"San Rafael, Durango, Mexico",NA,NA,NA,bcss,"San Rafael, Durango, Mexico",direct,24.320821,-104.7690479
RS 1118,Roman Staník,ariocarpus fissuratus v. lloydii,"first slope of Paila right from the road, terrace behind Estacion Marte",NA,NA,NA,bcss,"first slope of Paila right from the road, terrace behind Estacion Marte",direct,25.695818055,-101.766312222
RS 1255,Roman Staník,ariocarpus fissuratus,"before Ejido Nuevo Yucatan, Paila, Coahuila, Mexico",28/6/04,28/6/04,NA,bcss,"before Ejido Nuevo Yucatan, Paila, Coahuila, Mexico",direct,25.941991389,-101.759896667
RS 279,Roman Staník,ariocarpus fissuratus v. hintonii,"Palmas, before Matehuala, San Luis Potosi, Mexico",30/4/93,30/4/93,= CSD107,bcss,"Palmas, before Matehuala, San Luis Potosi, Mexico",direct,23.595880556,-100.657021111
RS 392,Roman Staník,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",= CSD220,= CSD220,= CSD220,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
RS 420,Roman Staník,ariocarpus fissuratus,"Cuatro Cienegas, Coahuila, Mexico",13/5/93,13/5/93,= CSD245,bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
RS 581A,Roman Staník,ariocarpus fissuratus,"km162, direction to Cuatro Ciénegas Coahuila, Mexico",1996,1996,NA,bcss,"km162, direction to Cuatro Ciénegas Coahuila, Mexico",direct,26.699103866,-102.298982671
SB 1156,Steven (Steve) Brack,ariocarpus fissuratus v. lloydii,"Rodeo, Durango, Mexico",NA,NA,NA,bcss,"Rodeo, Durango, Mexico",direct,25.1953827,-104.578476
SB 1568,Steven (Steve) Brack,ariocarpus fissuratus v. hintonii,South-West of Matehuala,NA,NA,NA,bcss,Matehuala,direction_only,23.5229037,-100.604046
SB 403,Steven (Steve) Brack,ariocarpus fissuratus,"Crockett County, Texas, USA",NA,NA,NA,bcss,"Crockett County, Texas, USA",direct,30.6517377,-101.3766686
SB 413,Steven (Steve) Brack,ariocarpus fissuratus,"Brewster County, Texas, USA",NA,NA,NA,bcss,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
SB 503,Steven (Steve) Brack,ariocarpus fissuratus v. intermedius,"Cuatro Cienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
SH 703,Dennis Sargant (plants collected by Alfred Bernhard Lau),ariocarpus fissuratus,"Coyame, Chihuahua, Mexico",1700m,28/4/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",bcss,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
VS 179,Vladimír Šorma,ariocarpus fissuratus,"4km North of Hot Springs, Texas, USA",NA,NA,NA,bcss,"Hot Springs, Texas, USA",offset_adjusted,29.21364966423675,-102.9985803
WCO 48,Wolfgang Colotti,ariocarpus fissuratus,"South of Durango, Mexico",1971,1971,NA,bcss,"Durango, Mexico",direction_only,24.833333,-104.833333
WTH 93,Wolter ten Hoeve,ariocarpus fissuratus v. intermedius,"Almost on top of the hill to the South-East of Antiguos Mineras del Norte, Coahuila, Mexico",2001,2001,NA,bcss,"Almost on top of the hill to the South-East of Antiguos Mineras del Norte, Coahuila, Mexico",direct,26.784403889,-102.001455833
LX 274,Alexander Lux,Ariocarpus fissuratus  v. intermedius,"Paila, Mexicó",NA,NA,NA,clcactus,"Paila, Mexico",direct,25.6506482,-102.145923
LAU 703,Alfred Bernhard Lau,Ariocarpus fissuratus,Mexicó : Chihuahua (Coyame 1700m),NA,28/04/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",clcactus,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
L 703,Alfred Bernhard Lau,Ariocarpus fissuratus,Mexicó : Chihuahua (Coyame 1700m),NA,28/04/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",clcactus,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
AL 55,Andreas Laras,Ariocarpus fissuratus,USA : Texas (Terlingua Ghost Town),NA,NA,NA,clcactus,"Terlingua Ghost Town, Texas, USA",direct,29.3206607,-103.6151181
AL 61,Andreas Laras,Ariocarpus fissuratus,USA : Texas (Hot Springs),NA,NA,NA,clcactus,"Hot Springs, Texas, USA",direct,29.1776768,-102.9985803
AL 80,Andreas Laras,Ariocarpus fissuratus,USA : Texas (River Road East),NA,NA,NA,clcactus,"River Road East, Texas, USA",direct,29.1371525,-103.0355087
AL 96,Andreas Laras,Ariocarpus fissuratus,USA : Texas (Mariscal Mine),NA,NA,NA,clcactus,"Mariscal Mine, Texas, USA",direct,29.0953524,-103.1875468
AL 113,Andreas Laras,Ariocarpus fissuratus,USA : Texas (Dagger Flat),NA,NA,NA,clcactus,"Dagger Flat, Texas, USA",direct,29.4890811,-103.0756407
AL 313,Andreas Laras,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras de la Fuente),NA,NA,NA,clcactus,"Parras de la Fuente, Coahuila, Mexico",direct,25.4436602,-102.1782179
BP 924,Brian Penick,Ariocarpus fissuratus,USA : Texas (Jeff Davis County),NA,23/09/2024,NA,clcactus,"Jeff Davis County, Texas, USA",direct,30.7018281,-104.150169
LB 159,C. A. Ludwig Bercht,Ariocarpus fissuratus,"Big Bend, Texas, USA",NA,NA,NA,clcactus,"Big Bend, Texas, USA",direct,29.5199108,-98.6861826
LB 182,C. A. Ludwig Bercht,Ariocarpus fissuratus,"Brewster County, Texas, USA",NA,NA,NA,clcactus,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
Z 61,Carlo Zanovello,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras),NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
Z 68,Carlo Zanovello,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosí (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosí, Mexico",direct,23.5229037,-100.604046
GLF 1630,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Ariocarpus fissuratus,"hills just East of Sanderson, Texas, USA",NA,NA,NA,clcactus,"hills just East of Sanderson, Texas, USA",direct,30.1406783,-102.3969252
GLF 1659,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Ariocarpus fissuratus  v. lloydii,"hills South-West of Parras, by church, Coahuila, Mexicó",NA,NA,NA,clcactus,"hills South-West of Parras, by church, Coahuila, Mexico",direct,25.449052341491,-102.179349554786
GLF 1688,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Ariocarpus fissuratus  f. intermedius,"Sierra de la Paila, km 496, Coahuila, Mexicó",NA,NA,NA,clcactus,"Sierra de la Paila, km 496, Coahuila, Mexico",direct,25.901326389,-101.742601667
GLF 2183,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Ariocarpus fissuratus  f. intermedius,"mountain, South-West border of Laguna de Viesca, Coahuila, Mexicó",NA,NA,NA,clcactus,"mountain, South-West border of Laguna de Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
CS 98.1,Chris Sherrah,Ariocarpus fissuratus ssp. lloydii,"Mexicó : Coahuila (Parras, 1580 m)",NA,03/06/2007,NA,clcactus,"Parras,, Coahuila, Mexico",direct,25.591946,-102.3839713
CS 102.2,Chris Sherrah,Ariocarpus fissuratus,"Mexicó : Coahuila (Cuatrocienegas, 797 m)",NA,05/06/2007,NA,clcactus,"Cuatrocienegas,, Coahuila, Mexico",direct,25.4451986,-100.9929376
CS 845.13,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Lajitas, 785 m)",NA,11/05/2016,NA,clcactus,"Lajitas,, Texas, USA",direct,29.26222,-103.775817
CS 846.4,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Terlingua, 804 m)",NA,12/05/2016,NA,clcactus,"Terlingua,, Texas, USA",direct,29.321586,-103.616019
CS 847.2,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Terlingua 2, 803 m)",NA,12/05/2016,NA,clcactus,"Terlingua 2,, Texas, USA",direct,29.317234,-103.610209
CS 848.4_412,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Terlingua 3, 846 m)",NA,12/05/2016,NA,clcactus,"Terlingua 3,, Texas, USA",direct,29.321586,-103.616019
CS 852.14,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Big Bend NP 4, 611 m)",NA,14/05/2016,NA,clcactus,"Big Bend NP 4,, Texas, USA",direct,29.5199108,-98.6861826
CS 853.4,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Big Bend NP 5, 614 m)",NA,14/05/2016,NA,clcactus,"Big Bend NP 5,, Texas, USA",direct,29.5199108,-98.6861826
CS 854.9,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Big Bend NP 6, 590 m)",NA,15/05/2016,NA,clcactus,"Big Bend NP 6,, Texas, USA",direct,29.5199108,-98.6861826
CS 856.7_420,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Big Bend NP 8, 1047 m)",NA,16/05/2016,NA,clcactus,"Big Bend NP 8,, Texas, USA",direct,29.5199108,-98.6861826
CS 857.2,Chris Sherrah,Ariocarpus fissuratus,"USA : Texas (Big Bend NP 9, 786 m)",NA,16/05/2016,NA,clcactus,"Big Bend NP 9,, Texas, USA",direct,29.5199108,-98.6861826
MC 400,Colli Martina,Ariocarpus fissuratus,"Mexicó : Chihuahua (El Pueblito, 1500m)",NA,NA,NA,clcactus,"El Pueblito,, Chihuahua, Mexico",direct,29.1010016,-105.1116507
SH 703,Dennis Sargant (plants collected by Alfred Bernhard Lau),Ariocarpus fissuratus,Mexicó : Chihuahua (Coyame 1700m),NA,28/04/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",clcactus,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
LZ 55,Eberhard Lutz,Ariocarpus fissuratus,USA : Texas (Big Bend),NA,10/07/1987,NA,clcactus,"Big Bend, Texas, USA",direct,29.5199108,-98.6861826
EFA 931,Edward Frederick Anderson,Ariocarpus fissuratus,"Alpine South Texas, USA 1219m",NA,NA,NA,clcactus,"Alpine South Texas, USA",direct,30.3570039,-103.6615786
EFA 933,Edward Frederick Anderson,Ariocarpus fissuratus,"Panther Junction, East Tornillo Creek, Texas, USA 625m",NA,NA,NA,clcactus,"Panther Junction, East Tornillo Creek, Texas, USA",direct,29.992226016341,-98.062197589778
EFA 935,Edward Frederick Anderson,Ariocarpus fissuratus,"Panther Junction, East Tornillo Creek, Texas, USA 610m",NA,NA,NA,clcactus,"Panther Junction, East Tornillo Creek, Texas, USA",direct,29.992226016341,-98.062197589778
EFA 941,Edward Frederick Anderson,Ariocarpus fissuratus,"South-West of Big Bend National Park HQ, Texas, USA 1158m",NA,NA,NA,clcactus,"Big Bend National Park HQ, Texas, USA",direction_only,29.334465684059,-103.256645897989
EFA 943,Edward Frederick Anderson,Ariocarpus fissuratus,"South of Marathon, Texas, USA 914m",NA,NA,NA,clcactus,"Marathon, Texas, USA",direction_only,30.2059642,-103.2445646
EFA 946,Edward Frederick Anderson,Ariocarpus fissuratus,"West of Langtry, Texas, USA 488m",NA,NA,NA,clcactus,"Langtry, Texas, USA",direction_only,29.8085361,-101.5587249
EFA 1031,Edward Frederick Anderson,Ariocarpus fissuratus,"South of Alpine, Texas, USA 1219m",NA,NA,NA,clcactus,"Alpine, Texas, USA",direction_only,30.3602181,-103.6628596
EFA 1045,Edward Frederick Anderson,Ariocarpus fissuratus,"West of Lajitas Junction, Texas, USA 762m",NA,NA,NA,clcactus,"Lajitas Junction, Texas, USA",direction_only,29.261841,-103.776295
EFA 1047,Edward Frederick Anderson,Ariocarpus fissuratus,"Near Parras, Coahuila, Mexicó",NA,NA,NA,clcactus,"Near Parras, Coahuila, Mexico",direct,25.503871718,-102.114668029
EFA 1054,Edward Frederick Anderson,Ariocarpus fissuratus,"Big Bend National Park San Vicente (old road), Texas, USA 503m",NA,NA,NA,clcactus,"Big Bend National Park San Vicente (old road), Texas, USA",direct,29.322232,-103.209863
EFA 1059,Edward Frederick Anderson,Ariocarpus fissuratus,"Marathon South Texas, USA 914m",NA,NA,NA,clcactus,"Marathon South Texas, USA",direct,30.2051103,-103.2459607
EFA 1062,Edward Frederick Anderson,Ariocarpus fissuratus,"West of Langtry turn, Texas, USA 427m",NA,NA,NA,clcactus,"Langtry turn, Texas, USA",direction_only,29.565715041312,-98.524666166974
EFA 1072,Edward Frederick Anderson,Ariocarpus fissuratus  v. lloydii,"South-East of Parras, Coahuila, Mexicó 1372m",NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direction_only,25.591946,-102.3839713
EFA 1247,Edward Frederick Anderson,Ariocarpus fissuratus  v. lloydii,"South-West of Parras, Coahuila, Mexicó 1524m",NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direction_only,25.591946,-102.3839713
EFA 1685,Edward Frederick Anderson,Ariocarpus fissuratus,"Judge Roy Bean Museum, Texas, USA",NA,NA,NA,clcactus,"Judge Roy Bean Museum, Texas, USA",direct,29.8092246,-101.560466
EFA 1685,Edward Frederick Anderson,Ariocarpus fissuratus,"Langtry, Texas, USA 427m",NA,NA,NA,clcactus,"Langtry, Texas, USA",direct,29.8085361,-101.5587249
EFA 5018,Edward Frederick Anderson,Ariocarpus fissuratus,"Estancia Marte, Coahuila, Mexicó",NA,NA,NA,clcactus,"Estancia Marte, Coahuila, Mexico",direct,26.8864425,-101.4044763
EFA 6192,Edward Frederick Anderson,Ariocarpus fissuratus,"Big Bend National Park, Texas, USA",NA,NA,NA,clcactus,"Big Bend National Park, Texas, USA",direct,29.3332484,-103.1943284
B 1425,Elwood R. Blakley,Ariocarpus fissuratus,USA : Texas (Tornillo Creek),NA,NA,NA,clcactus,"Tornillo Creek, Texas, USA",direct,29.4158973,-103.1451478
LLOYD 21,Francis Ernest Lloyd,Ariocarpus fissuratus,"Escondido Creek, Texas, USA",NA,NA,NA,clcactus,"Escondido Creek, Texas, USA",direct,28.8300831,-97.8904984
LLOYD 34,Francis Ernest Lloyd,Ariocarpus fissuratus  v. lloydii,"Hacienda de Cedros, Zacatecas, Mexicó",NA,NA,NA,clcactus,"Hacienda de Cedros, Zacatecas, Mexico",direct,24.67919,-101.77387
GL 790,Gary Loos,Ariocarpus fissuratus,USA : Texas (Brewster County),NA,NA,NA,clcactus,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
GL 795,Gary Loos,Ariocarpus fissuratus  v. hintonii,Mexicó : Nuevo Leon (Matehuala),NA,NA,NA,clcactus,"Matehuala, Nuevo Leon, Mexico",direct,25.6950798,-100.342431
GCG 10586,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus,"USA : Texas (SE of Fort Stockton, Pecos Co.)",NA,NA,NA,clcactus,"SE of Fort Stockton, Pecos Co., Texas, USA",direct,30.893943,-102.884527
GCG 10634,GCG - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (Black Gap WMA, Brewster Co.)",NA,NA,NA,clcactus,"Black Gap WMA, Brewster Co., Texas, USA",direct,29.561265,-102.887032
GCG 10708,GCG - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (Ft.Stockton-Bakersfield, Pecos Co.)",NA,NA,NA,clcactus,"Ft.Stockton-Bakersfield, Pecos Co., Texas, USA",direct,30.8116024,-102.3079223
GCG 10877,GCG - gerardo.cz,Ariocarpus fissuratus ssp. lloydii f.,Mexicó : Coahuila (5 de Mayo),NA,NA,NA,clcactus,"5 de Mayo, Coahuila, Mexico",direct,29.3332062,-101.0020873
GCG 10932,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus f.,"Mexicó : Chihuahua (1,5km before Tres Marias, Mpo.Manuel Benavides)",NA,very nice form,very nice form,clcactus,"1,5km before Tres Marias, Mpo.Manuel Benavides, Chihuahua, Mexico",direct,29.14271,-103.66627
GCG 10934,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus f.,"Mexicó : Chihuahua (1km past Tres Marias, Mpo.Manuel Benavides)",NA,NA,NA,clcactus,"1km past Tres Marias, Mpo.Manuel Benavides, Chihuahua, Mexico",direct,29.14271,-103.66627
GCG 10935,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus,"Mexicó : Chihuahua (Puente El Ararito before El Alamo, Coyame - Ojinaga)",NA,NA,NA,clcactus,"Puente El Ararito before El Alamo, Coyame - Ojinaga, Chihuahua, Mexico",direct,29.36421992,-104.525295922
GCG 10936,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus f.,"Mexicó : Chihuahua (E of El Saucito, Sra.Grande, Coayame)",NA,nice north lloydii aff. form,nice north lloydii aff. form,clcactus,"E of El Saucito, Sra.Grande, Coayame, Chihuahua, Mexico",direct,29.010344722,-106.29904
GCG 10937,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus,"Mexicó : Coahuila (before Purtecitos, W of Ocampo)",NA,NA,NA,clcactus,"before Purtecitos, W of Ocampo, Coahuila, Mexico",direct,27.284151389,-102.860799722
GCG 10938,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus f.,"Mexicó : Coahuila (Caňon Santa Elena, Mpo. Ocampo)",NA,very nice tubercules form,very nice tubercules form,clcactus,"Caňon Santa Elena, Mpo. Ocampo, Coahuila, Mexico",direct,27.853184444,-102.9785175
GCG 10939,GCG - gerardo.cz,Ariocarpus fissuratus ssp. fissuratus,Mexicó : Coahuila (W of Ocampo),NA,SELECTION silver-grey,SELECTION silver-grey,clcactus,"W of Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
GCG 10940,GCG - gerardo.cz,Ariocarpus fissuratus ssp. hintonii,"Mexicó : San Luis Potosí (San Vincente, Sierra Jicote)",NA,NA,NA,clcactus,"San Vincente, Sierra Jicote, San Luis Potosí, Mexico",direct,23.658549167,-101.021131389
GCG 10957,GCG - gerardo.cz,Ariocarpus fissuratus ssp. lloydii f.,"Mexicó : Coahuila (Cinco de Mayo, Mpo.Viesca)",NA,very nice form,very nice form,clcactus,"Cinco de Mayo, Mpo.Viesca, Coahuila, Mexico",direct,25.056005555,-102.538176944
GM 039,Grzegorz Matuszewski,Ariocarpus fissuratus  v. hintonii,"Mexicó : San Louis Potosi (Palmas, 1600 m)",NA,1996,NA,clcactus,"Palmas,, San Louis Potosi, Mexico",direct,23.169066944,-101.189261667
GM 111,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuilauila (Cuatrocienega El Retiro, 860 m)",NA,1996,NA,clcactus,"Cuatrocienega El Retiro,, Coahuilauila, Mexico",direct,27.041721944,-102.134202778
GM 239,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuilauila (El Hundido, 850 m)",NA,1997,NA,clcactus,"El Hundido,, Coahuilauila, Mexico",direct,26.609816389,-102.303569167
GM 629.1,Grzegorz Matuszewski,Ariocarpus fissuratus  intermedius,"Mexicó : Coahuilauila (Estanque de Leon, 1165 m)",NA,2002,NA,clcactus,"Estanque de Leon,, Coahuilauila, Mexico",direct,26.099555556,-102.206044722
GM 671.1,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuilauila (San Miguel, 900 m)",NA,2002,NA,clcactus,"San Miguel,, Coahuilauila, Mexico",direct,25.426155278,-100.806510556
GM 1075.10,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Casa Blanca, 650 m)",NA,2007,NA,clcactus,"Casa Blanca,, Coahuila, Mexico",direct,25.4453455,-102.134437
GM 1082.11,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (El Jabali, 1300 m)",NA,2007,NA,clcactus,"El Jabali,, Coahuila, Mexico",direct,26.618493056,-102.012135833
GM 1082.6,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Cero Blanco, 1220 m)",NA,2007,NA,clcactus,"Cero Blanco,, Coahuila, Mexico",direct,28.26647,-103.39831
GM 1233.14,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (El Retiro, 820 m)",NA,30/10/2009,NA,clcactus,"El Retiro,, Coahuila, Mexico",direct,25.464093,-100.6796097
GM 1233.18,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (El Retiro, 1170 m)",NA,30/10/2009,NA,clcactus,"El Retiro,, Coahuila, Mexico",direct,25.464093,-100.6796097
GM 1233.23,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (CuatroCienegas, 760 m)",NA,30/10/2009,NA,clcactus,"CuatroCienegas,, Coahuila, Mexico",direct,25.4451986,-100.9929376
GM 1233.28,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (San Miguel, 900 m)",NA,31/10/2009,NA,clcactus,"San Miguel,, Coahuila, Mexico",direct,25.6991232,-102.9494602
GM 1233.31,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Nuevo Milagro - S-ra Carmen, 1300 m)",NA,31/10/2009,NA,clcactus,"Nuevo Milagro - S-ra Carmen,, Coahuila, Mexico",direct,28.74868,-102.73837
GM 1233.9,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (El Hundido, 820 m)",NA,29/10/2009,NA,clcactus,"El Hundido,, Coahuila, Mexico",direct,26.6095619,-102.3034754
GM 1235.3,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Los Temporales, 1260 m)",NA,02/11/2009,NA,clcactus,"Los Temporales,, Coahuila, Mexico",direct,28.9564464,-102.3350501
GM 1331.11,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Chihuahua (El Fortin, 1020 m)",NA,02/07/2010,NA,clcactus,"El Fortin,, Chihuahua, Mexico",direct,29.0446222,-104.0630036
GM 1331.18,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Chihuahua (Sierra el Peguis, 1375 m)",NA,02/07/2010,NA,clcactus,"Sierra el Peguis,, Chihuahua, Mexico",direct,29.6248262,-104.7774932
GM 1334.22,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (La Harina, 970 m)",NA,03/07/2010,NA,clcactus,"La Harina,, Coahuila, Mexico",direct,28.6747,-102.910983056
GM 1501.1,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Las Flores, 1115 m)",NA,03/04/2012,NA,clcactus,"Las Flores,, Coahuila, Mexico",direct,27.0437717,-101.68932
GM 1640,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Hercules, 1390 m)",NA,04/03/2014,NA,clcactus,"Hercules,, Coahuila, Mexico",direct,28.0428005,-103.7920214
GM 1640.8,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (El Alicante, 1290 m)",NA,04/03/2014,NA,clcactus,"El Alicante,, Coahuila, Mexico",direct,27.9398544,-103.5702201
GM 1646.3,Grzegorz Matuszewski,Ariocarpus fissuratus,"Mexicó : Coahuila (Mun. Acuna, 1265 m)",NA,06/03/2014,NA,clcactus,"Mun. Acuna,, Coahuila, Mexico",direct,29.32322,-100.95217
HK 1239,Horst Kuenzler,Ariocarpus fissuratus,"Texas, USA",NA,NA,NA,clcactus,"Texas, USA",direct,31.2638905,-98.5456116
HK 1603,Horst Kuenzler,Ariocarpus fissuratus  v. lloydii,"Coahuila, Mexicó",NA,NA,NA,clcactus,"Coahuila, Mexico",direct,27.3333331,-102.0000001
IDD 0112,Igor D. Dráb,Ariocarpus fissuratus  v. hintonii,"Mexicó : San Luis Potosí (Palmas, pred Matehuala)",NA,30/04/1993,CSD 107,clcactus,"Palmas, pred Matehuala, San Luis Potosí, Mexico",direct,23.595880556,-100.657021111
IDD 0229,Igor D. Dráb,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras),NA,11/05/1993,CSD 220,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
IDD 0260,Igor D. Dráb,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,13/05/1993,CSD 245,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
IDD 0391,Igor D. Dráb,Ariocarpus fissuratus,Mexicó : Coahuila (smer Cuatro Cienegas),NA,27/10/1996,km 162,clcactus,"smer Cuatro Cienegas, Coahuila, Mexico",direct,26.9885054,-102.0652129
IDD 1001,Igor D. Dráb,Ariocarpus fissuratus  v. intermedius,Mexicó : Durango (San Rafael),NA,14/10/2003,idd048/03 GPS 74,clcactus,"San Rafael, Durango, Mexico",direct,24.320821,-104.7690479
IDD 1680,Igor D. Dráb,Ariocarpus fissuratus,Mexicó : Coahuila (smer Rancho de Campana),NA,01/04/2012,"idd3112 GPS 427, 1506 m n. m., lokalita od Mirka Marka",clcactus,"smer Rancho de Campana, Coahuila, Mexico",direct,26.58333,-101.78333
ISI 349,International Succulent Introductions (previously International Succulent Institute),Ariocarpus fissuratus,"30 miles South of Alpine, Texas, USA 3500feet",NA,01/03/60,Collected by W. H. Davis,clcactus,"30 miles South of Alpine, Texas, USA 3500feet",direct,40.946239318644,-73.936448005035
ISI 718,International Succulent Introductions (previously International Succulent Institute),Ariocarpus fissuratus  v. lloydii,"Near Parras de la Fuente, Coahuila, Mexicó",NA,01/03/72,Collected by C. Aguirre. See C&SJ 37:43,clcactus,"Near Parras de la Fuente, Coahuila, Mexico",direct,25.440536593,-102.178418209
CH 209,Jaromír Chvastek,Ariocarpus fissuratus,"Parras, Coahuila, Mexicó",NA,1992/3/21-/4/27,NA,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
CH 345,Jaromír Chvastek,Ariocarpus fissuratus  v. hintonii,"Palmas, San Luis Potosi, Mexicó",NA,22/10/1990,NA,clcactus,"Palmas, San Luis Potosi, Mexico",direct,23.5971795,-100.6591865
