field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
PH 74.06,Paul Hoxey,Thelocactus conothelos ssp. aurantiacus,"La Escondida, road to Aramberri, Nuevo León, Mexicó 1550-1600m",NA,16/03/98,NA,clcactus,"La Escondida, road to Aramberri, Nuevo León, Mexico",direct,24.107695,-99.926620833
PH 75.01,Paul Hoxey,Thelocactus conothelos ssp. aurantiacus,"Aramberri, Nuevo León, Mexicó 1200m",NA,16/03/98,NA,clcactus,"Aramberri, Nuevo León, Mexico",direct,24.2217256,-99.9241345
PH 85.02,Paul Hoxey,Thelocactus conothelos,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexicó 1900m",NA,18/03/98,NA,clcactus,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",direct,23.860108379,-100.306266485
PH 86.03,Paul Hoxey,Thelocactus conothelos,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexicó 1600m",NA,18/03/98,NA,clcactus,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",direct,23.860108379,-100.306266485
PH 92.03,Paul Hoxey,Thelocactus conothelos,"Mier y Noriega, Nuevo León, Mexicó 1900m",NA,19/03/98,NA,clcactus,"Mier y Noriega, Nuevo León, Mexico",direct,23.4022432,-100.1389355
PH 97.01,Paul Hoxey,Thelocactus conothelos,"Near La Peña, East of Miquihuana, Tamaulipas, Mexicó 2050m",NA,20/03/98,NA,clcactus,"Near La Peña, East of Miquihuana, Tamaulipas, Mexico",direct,23.559219444,-99.686766666
PH 100.01,Paul Hoxey,Thelocactus conothelos,"Between Bustamante and El Capulin, Tamaulipas, Mexicó 1450m",NA,21/03/98,NA,clcactus,"Between Bustamante and El Capulin, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
PH 565.03,Paul Hoxey,Thelocactus conothelos,"La Perdida, Tamaulipas, Mexicó 1560m",NA,14/11/04,NA,clcactus,"La Perdida, Tamaulipas, Mexico",direct,23.5459106,-99.858352
PH 567.03,Paul Hoxey,Thelocactus conothelos,"La Joya de Herrera, Tamaulipas, Mexicó 2190m",NA,15/11/04,NA,clcactus,"La Joya de Herrera, Tamaulipas, Mexico",direct,23.4325112,-99.812732
PHA   29,Pavel Heřtus,Thelocactus conothelos,Mexicó : San Luis Potosí (North-East of Tula),NA,NA,NA,clcactus,"North-East of Tula, San Luis Potosí, Mexico",direct,22.178327982,-100.97588974599999
PHA   342,Pavel Heřtus,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Ciudad Victoria),NA,NA,NA,clcactus,"Ciudad Victoria, Nuevo León, Mexico",direct,25.7170916,-100.350266
PP 20,Pavel Pavlíček,Thelocactus conothelos  saussieri,Mexicó : Nuevo Leon (La Joya),NA,NA,NA,clcactus,"La Joya, Nuevo Leon, Mexico",direct,25.0603216,-99.8973174
PP 24,Pavel Pavlíček,Thelocactus conothelos  argenteus,Mexicó : Nuevo Leon (Sandia Victoria),NA,NA,NA,clcactus,"Sandia Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
PP 582,Pavel Pavlíček,Thelocactus conothelos  aurantiacus,Mexicó : Nuevo Leon (Marmolejos),NA,NA,NA,clcactus,"Marmolejos, Nuevo Leon, Mexico",direct,24.134801111,-99.784346389
PP 605,Pavel Pavlíček,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
PP 609,Pavel Pavlíček,Thelocactus conothelos,Mexicó : Tamaulipas (Jaumave),NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
PP 613,Pavel Pavlíček,Thelocactus conothelos,Mexicó : Tamaulipas (Avilla y Urbina),NA,NA,NA,clcactus,"Avilla y Urbina, Tamaulipas, Mexico",direct,23.696016666,-99.600519723
PP 846,Pavel Pavlíček,Thelocactus conothelos  saussieri,Mexicó : Tamaulipas (Tula),NA,locality of Gymnocactus ysabelae,locality of Gymnocactus ysabelae,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
PP 847,Pavel Pavlíček,Thelocactus conothelos  argenteus,Mexicó : Nuevo Leon (Puentes),NA,NA,NA,clcactus,"Puentes, Nuevo Leon, Mexico",direct,25.1744829,-99.8682914
PP 848,Pavel Pavlíček,Thelocactus conothelos  aurantiacus,Mexicó : Nuevo Leon (Aramberri),NA,NA,NA,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
PP 1025,Pavel Pavlíček,Thelocactus conothelos  argenteus,Mexicó : Nuevo Leon,NA,new. local.,new. local.,clcactus,"Nuevo Leon, Mexico",direct,26.2384363,-99.8873
PP 1026,Pavel Pavlíček,Thelocactus conothelos  aurantiacus,Mexicó : Nuevo Leon (Sta Lucia),NA,NA,NA,clcactus,"Sta Lucia, Nuevo Leon, Mexico",direct,23.7733343,-99.917754
PP 1179,Pavel Pavlíček,Thelocactus conothelos,"Mexicó : San Luis Potosi (El Coyote, Huizache)",NA,NA,NA,clcactus,"El Coyote, Huizache, San Luis Potosi, Mexico",direct,22.916,-100.39664
PP 1183,Pavel Pavlíček,Thelocactus conothelos  aurantiacus,Mexicó : Nuevo Leon (San Dolores),NA,NA,NA,clcactus,"San Dolores, Nuevo Leon, Mexico",direct,24.9765135,-99.3972322
PP 1249,Pavel Pavlíček,Thelocactus conothelos  flavus,Mexicó : San Luis Potosi (Sta Rita del Rucio),NA,NA,NA,clcactus,"Sta Rita del Rucio, San Luis Potosi, Mexico",direct,23.0644411,-100.3000094
PP 1252,Pavel Pavlíček,Thelocactus conothelos,Mexicó : San Luis Potosi (El Coyote),NA,NA,NA,clcactus,"El Coyote, San Luis Potosi, Mexico",direct,22.8971107,-100.573063
PP 1442,Pavel Pavlíček,Thelocactus conothelos,Mexicó : San Luis Potosi (La Boquila),NA,NA,NA,clcactus,"La Boquila, San Luis Potosi, Mexico",direct,23.815808334,-100.561084444
PP 1445,Pavel Pavlíček,Thelocactus conothelos,Mexicó :  (GPS Luděk 512),NA,NA,NA,clcactus,"GPS Luděk 512, Mexico",direct,23.95282499,-102.548353419
PAR 38,Pavlosek Rostislav,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (Sandia La Victoria),NA,NA,NA,clcactus,"Sandia La Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
PAR 166,Pavlosek Rostislav,Thelocactus conothelos,Mexicó : Tamaulipas (San Miguel de Valdo),NA,NA,NA,clcactus,"San Miguel de Valdo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
PAR 167,Pavlosek Rostislav,Thelocactus conothelos  v. garcia,Mexicó : Tamaulipas (San Miguel de Valdo),NA,NA,NA,clcactus,"San Miguel de Valdo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
PA 0097,Petr Antálek,Thelocactus conothelos,"Mexicó : Tamaulipas (Pred Jose Maria Morelos, 1507 m)",NA,2011,NA,clcactus,"Pred Jose Maria Morelos,, Tamaulipas, Mexico",direct,22.527107778,-98.079681389
PA 0140,Petr Antálek,Thelocactus conothelos  v. aurantiacus,"Mexicó : Nuevo León (Vlevo za La Escondida smer Aramberri, 1531 m)",NA,2011,NA,clcactus,"Vlevo za La Escondida smer Aramberri,, Nuevo León, Mexico",direct,24.107695,-99.926620833
PA 0152,Petr Antálek,Thelocactus conothelos  v. aurantiacus,"Mexicó : Nuevo León (Pred Marmolejo, 996 m)",NA,2011,NA,clcactus,"Pred Marmolejo,, Nuevo León, Mexico",direct,24.134801111,-99.784346389
PA 0448,Petr Antálek,Thelocactus conothelos,"Mexicó : San Luis Potosí (24 km severne od Matahualy, 1941 m)",NA,2012,NA,clcactus,"24 km severne od Matahualy,, San Luis Potosí, Mexico",direct,23.604599166,-100.666159167
PA 0843,Petr Antálek,Thelocactus conothelos,"Mexicó : Tamaulipas (San Jose del Llano, 1614 m)",NA,2012,NA,clcactus,"San Jose del Llano,, Tamaulipas, Mexico",direct,23.5350824,-99.9355695
PA 0855,Petr Antálek,Thelocactus conothelos,"Mexicó : Tamaulipas (Dr/ Arroyo - La Perdida, 1479 m)",NA,2012,NA,clcactus,"Dr/ Arroyo - La Perdida,, Tamaulipas, Mexico",direct,23.545962778,-99.858277222
PA 0865,Petr Antálek,Thelocactus conothelos,"Mexicó : Tamaulipas (La Perdida, 1545 m)",NA,2012,NA,clcactus,"La Perdida,, Tamaulipas, Mexico",direct,23.5459106,-99.858352
PA 0883,Petr Antálek,Thelocactus conothelos  v. sausieri,"Mexicó : Tamaulipas (8 km jihozápadne od Jaumave, 1010 m)",NA,2012,NA,clcactus,"8 km jihozápadne od Jaumave,, Tamaulipas, Mexico",direct,23.478425777000002,-99.412658509
PA 1100,Petr Antálek,Thelocactus conothelos  v. flavus,"Mexicó : San Luis Potosí (Entronque Huizache III, 1409 m)",NA,17/10/2014,NA,clcactus,"Entronque Huizache III,, San Luis Potosí, Mexico",direct,22.125666251607,-99.598641863552
PA 1130,Petr Antálek,Thelocactus conothelos  v. flavus,"Mexicó : San Luis Potosí (Za Santa Rita del Rucio, 1494 m)",NA,18/10/2014,NA,clcactus,"Za Santa Rita del Rucio,, San Luis Potosí, Mexico",direct,23.0644411,-100.3000094
PA 1194,Petr Antálek,Thelocactus conothelos,"Mexicó : Tamaulipas (Palmillas - Miquihuana, 1673 m)",NA,21/10/2014,NA,clcactus,"Palmillas - Miquihuana,, Tamaulipas, Mexico",direct,23.3311048,-99.5486089
PA 1244,Petr Antálek,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo León (La Trinidad, 1598 m)",NA,22/10/2014,NA,clcactus,"La Trinidad,, Nuevo León, Mexico",direct,24.0977137,-100.0591686
PC 83,Petr Česal,Thelocactus conothelos,"Dolores, Mexicó",NA,NA,NA,clcactus,"Dolores, Mexico",direct,30.4953693,-110.683626
RS 237,Roman Staník,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,26/04/1993,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
RS 281,Roman Staník,Thelocactus conothelos,"Mexicó : San Luis Potosi (Guerrero, Mexicó on road behind Palmas)",NA,NA,NA,clcactus,"Guerrero, Mexico on road behind Palmas, San Luis Potosi, Mexico",direct,23.169066944,-101.189261667
RS 287,Roman Staník,Thelocactus conothelos,"Mexicó : San Luis Potosi (behind Matehuala direction to Doctor Arroyo , La Soledad)",NA,NA,NA,clcactus,"behind Matehuala direction to Doctor Arroyo , La Soledad, San Luis Potosi, Mexico",direct,22.415,-101.154721944
RS 294,Roman Staník,Thelocactus conothelos  f. saussieri,"Mexicó : Nuevo Leon (km26, Route 3?, direction to Doctor Arroyo)",NA,NA,NA,clcactus,"km26, Route 3?, direction to Doctor Arroyo, Nuevo Leon, Mexico",direct,23.860108379,-100.306266485
RS 295,Roman Staník,Thelocactus conothelos,Mexicó : Nuevo Leon (Lobera de Portillo),NA,NA,NA,clcactus,"Lobera de Portillo, Nuevo Leon, Mexico",direct,23.572674167,-100.213333056
RS 302,Roman Staník,Thelocactus conothelos,Mexicó : Nuevo Leon (Mier y Noriega),NA,NA,NA,clcactus,"Mier y Noriega, Nuevo Leon, Mexico",direct,23.4022432,-100.1389355
RS 311,Roman Staník,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Aramberi),NA,NA,NA,clcactus,"Aramberi, Nuevo Leon, Mexico",direct,25.6681685,-100.1275011
RS 558,Roman Staník,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo Leon (Puentes , km25.5 direction to Sandia Victoria)",NA,NA,NA,clcactus,"Puentes , km25.5 direction to Sandia Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
RS 686,Roman Staník,Thelocactus conothelos,Mexicó : Tamaulipas (Bustamante),NA,NA,NA,clcactus,"Bustamante, Tamaulipas, Mexico",direct,23.3249637,-99.8847687
RS 687,Roman Staník,Thelocactus conothelos,Mexicó : Tamaulipas (Altamira),NA,NA,NA,clcactus,"Altamira, Tamaulipas, Mexico",direct,22.5630208,-98.1165184
RS 737,Roman Staník,Thelocactus conothelos,"Mexicó : Nuevo Leon (Las Jarillas, before Doctor Arroyo)",NA,NA,NA,clcactus,"Las Jarillas, before Doctor Arroyo, Nuevo Leon, Mexico",direct,23.766931945,-100.268686111
RS 1240,Roman Staník,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo Leon (in the pass,  hill on the right, San Ignacio del Texas)",NA,NA,NA,clcactus,"in the pass,  hill on the right, San Ignacio del Texas, Nuevo Leon, Mexico",direct,24.31245,-100.189225833
RS 1247,Roman Staník,Thelocactus conothelos,Mexicó : Nuevo Leon (Zaragosa),NA,NA,NA,clcactus,"Zaragosa, Nuevo Leon, Mexico",direct,25.51524,-99.27948
RS 1273,Roman Staník,Thelocactus conothelos  v. macdowellii,Mexicó : Nuevo Leon (canyon opposite Ojo Caliente),NA,NA,NA,clcactus,"canyon opposite Ojo Caliente, Nuevo Leon, Mexico",direct,22.53333,-102.26667
RS 1305,Roman Staník,Thelocactus conothelos  f. ?,"Mexicó : Tamaulipas (down, next to the road, just before Miquihuana slope on the right)",NA,04/07/2004,NA,clcactus,"down, next to the road, just before Miquihuana slope on the right, Tamaulipas, Mexico",direct,24.291116457,-98.640596906
RUS 046,Safronov Evgeny,Thelocactus conothelos  v. flavus,Mexicó : San Luis Potosi (Santo Domingo),NA,NA,NA,clcactus,"Santo Domingo, San Luis Potosi, Mexico",direct,23.412227,-101.5582297
RUS 342,Safronov Evgeny,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Arramberri-EL Mezquitlan),NA,NA,NA,clcactus,"Arramberri-EL Mezquitlan, Nuevo Leon, Mexico",direct,24.161645277,-99.760141944
RUS 344,Safronov Evgeny,Thelocactus conothelos ssp. argenteus,Mexicó : Nuevo Leon (La Trinidad),NA,NA,NA,clcactus,"La Trinidad, Nuevo Leon, Mexico",direct,24.0977137,-100.0591686
RUS 436,Safronov Evgeny,Thelocactus conothelos,Mexicó : Tamaulipas (La Florida),NA,21/10/2014,NA,clcactus,"La Florida, Tamaulipas, Mexico",direct,23.3202573,-98.1147122
RUS 437,Safronov Evgeny,Thelocactus conothelos,"Mexicó : Tamaulipas (Altamira, Bustamante)",NA,21/10/2014,NA,clcactus,"Altamira, Bustamante, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
RUS 438,Safronov Evgeny,Thelocactus conothelos,Mexicó : Tamaulipas (Miquihuana),NA,21/10/2014,NA,clcactus,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
RUS 439,Safronov Evgeny,Thelocactus conothelos,Mexicó : Tamaulipas (San Jose del Llano),NA,21/10/2014,NA,clcactus,"San Jose del Llano, Tamaulipas, Mexico",direct,23.5350824,-99.9355695
RUS 640,Safronov Evgeny,Thelocactus conothelos,Mexicó : Tamaulipas (Ejido La Verdolaga),NA,NA,NA,clcactus,"Ejido La Verdolaga, Tamaulipas, Mexico",direct,23.282219444,-99.871791944
SB 302,Steven (Steve) Brack,Thelocactus conothelos,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
SB 311,Steven (Steve) Brack,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (Ascencion),NA,NA,NA,clcactus,"Ascencion, Nuevo Leon, Mexico",direct,24.3236353,-99.9136298
SB 329,Steven (Steve) Brack,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Amberri),NA,NA,NA,clcactus,"Amberri, Nuevo Leon, Mexico",direct,26.089334760426,-99.622929209314
SB 1862,Steven (Steve) Brack,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (Sandia Grande),NA,NA,NA,clcactus,"Sandia Grande, Nuevo Leon, Mexico",direct,24.2010934,-100.0767244
SB 1966,Steven (Steve) Brack,Thelocactus conothelos,Mexicó : San Luis Potosi (East of Matehuala),NA,NA,NA,clcactus,"East of Matehuala, San Luis Potosi, Mexico",direct,23.660852824888,-100.66016118404
VM 227,Vojtech Myšák,Thelocactus conothelos,Mexicó : Nuevo Léon (EI Refugio),NA,NA,NA,clcactus,"EI Refugio, Nuevo Léon, Mexico",direct,24.9059302,-99.529303
VM 266,Vojtech Myšák,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Léon (South of Aramberri),NA,NA,NA,clcactus,"South of Aramberri, Nuevo Léon, Mexico",direct,25.800423140778,-100.329912397265
VM 271,Vojtech Myšák,Thelocactus conothelos  v. aurantiacus,Mexicó : Tamaulipas (Bustamante),NA,NA,NA,clcactus,"Bustamante, Tamaulipas, Mexico",direct,23.3249637,-99.8847687
VM 280,Vojtech Myšák,Thelocactus conothelos,Mexicó : San Luis Potosí (North of Matehuala),NA,NA,NA,clcactus,"North of Matehuala, San Luis Potosí, Mexico",direct,23.666183482234,-100.6388916637
VM 281,Vojtech Myšák,Thelocactus conothelos,Mexicó : San Luis Potosí (North of Matehuala),NA,NA,NA,clcactus,"North of Matehuala, San Luis Potosí, Mexico",direct,23.666183482234,-100.6388916637
VM 315,Vojtech Myšák,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
VM 328,Vojtech Myšák,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Léon (Puentes),NA,NA,NA,clcactus,"Puentes, Nuevo Léon, Mexico",direct,25.1744829,-99.8682914
VM 372,Vojtech Myšák,Thelocactus conothelos  v. argenteus-aurantiacus,"Mexicó : Nuevo Léon (San Antonio, Peña Nevada)",NA,NA,NA,clcactus,"San Antonio, Peña Nevada, Nuevo Léon, Mexico",direct,23.6984447,-99.9926109
VM 375,Vojtech Myšák,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Léon (South-West of Ascension),NA,NA,NA,clcactus,"South-West of Ascension, Nuevo Léon, Mexico",direct,24.32392,-99.9141
REPP 513,Werner Reppenhagen,Thelocactus conothelos  v. macdowellii,"Mexicó : Coahuila (Quatro Cienegas, 800m)",NA,17/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REP 513,Werner Reppenhagen,Thelocactus conothelos  v. macdowellii,"Mexicó : Coahuila (Quatro Cienegas, 800m)",NA,17/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REP 1056A,Werner Reppenhagen,Thelocactus conothelos,"Mexicó : Nuevo León (Doctor Arroyo, 1900m)",NA,07/11/1975,NA,clcactus,"Doctor Arroyo,, Nuevo León, Mexico",direct,23.8042046,-100.2256635
REPP 1056A,Werner Reppenhagen,Thelocactus conothelos,"Mexicó : Nuevo León (Doctor Arroyo, 1900m)",NA,07/11/1975,NA,clcactus,"Doctor Arroyo,, Nuevo León, Mexico",direct,23.8042046,-100.2256635
REPP 1219,Werner Reppenhagen,Thelocactus conothelos  v. macdowellii,"Mexicó : Nuevo León (Los Muertos, 1300m)",NA,05/12/1976,NA,clcactus,"Los Muertos,, Nuevo León, Mexico",direct,25.6475691,-100.7450211
REP 1219,Werner Reppenhagen,Thelocactus conothelos  v. macdowellii,"Mexicó : Nuevo León (Los Muertos, 1300m)",NA,05/12/1976,NA,clcactus,"Los Muertos,, Nuevo León, Mexico",direct,25.6475691,-100.7450211
WTH 114,Wolter ten Hoeve,Thelocactus conothelos  v. argenteus,"On the hill just South of La Presa, Nuevo León, Mexicó",NA,2001,Many plants,clcactus,"On the hill just South of La Presa, Nuevo León, Mexico",direct,25.348647222,-99.815334444
WTH 205,Wolter ten Hoeve,Thelocactus conothelos  v. argenteus,"On a hill to the South of Sandia El Grande, Nuevo León, Mexicó",NA,2002,NA,clcactus,"On a hill to the South of Sandia El Grande, Nuevo León, Mexico",direct,24.198733056,-100.074939444
WTH 450,Wolter ten Hoeve,Thelocactus conothelos,"Low hills about 4km East of Jesús Maria Barones, Nuevo León, Mexicó",NA,2004,NA,clcactus,"Low hills about 4km East of Jesús Maria Barones, Nuevo León, Mexico",direct,21.122863351,-101.642886555
WTH 583,Wolter ten Hoeve,Thelocactus conothelos,"Between the rocks higher up a hill along the road to El Aguacate, Tamaulipas, Mexicó",NA,2005,NA,clcactus,"Between the rocks higher up a hill along the road to El Aguacate, Tamaulipas, Mexico",direct,23.176225278,-98.168896666
WTH 586,Wolter ten Hoeve,Thelocactus conothelos  v. garciae,"Hills along the road to Bustamante, Tamaulipas, Mexicó",NA,2005,NA,clcactus,"Hills along the road to Bustamante, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
VZ 22,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Sandia La Victoria),NA,2001,NA,clcactus,"Sandia La Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
VCCB 22,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Sandia La Victoria),NA,2001,NA,clcactus,"Sandia La Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
VZD 022,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Sandia La Victoria),NA,2001,NA,clcactus,"Sandia La Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
VZD 138,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. nova,Mexicó : Tamaulipas  (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VZ 138,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. nova,Mexicó : Tamaulipas  (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VCCB 138,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. nova,Mexicó : Tamaulipas  (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VZD 139,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos ssp. garciae,Mexicó : Tamaulipas (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VCCB 139,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos ssp. garciae,Mexicó : Tamaulipas (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VZ 139,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos ssp. garciae,Mexicó : Tamaulipas (San Miguel de Waldo),NA,2002,NA,clcactus,"San Miguel de Waldo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
VZD 160,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí  (La Tapona),NA,2003,NA,clcactus,"La Tapona, San Luis Potosí, Mexico",direct,21.9962105,-100.178654
VZ 160,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí  (La Tapona),NA,2003,NA,clcactus,"La Tapona, San Luis Potosí, Mexico",direct,21.9962105,-100.178654
VCCB 160,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí  (La Tapona),NA,2003,NA,clcactus,"La Tapona, San Luis Potosí, Mexico",direct,21.9962105,-100.178654
VCCB 748,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (La Pastoriza),NA,2006,NA,clcactus,"La Pastoriza, San Luis Potosí, Mexico",direct,23.4446861,-100.6243471
VZD 748,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (La Pastoriza),NA,2006,NA,clcactus,"La Pastoriza, San Luis Potosí, Mexico",direct,23.4446861,-100.6243471
VZ 748,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (La Pastoriza),NA,2006,NA,clcactus,"La Pastoriza, San Luis Potosí, Mexico",direct,23.4446861,-100.6243471
VCCB 1046,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (El Mulero),NA,2008,NA,clcactus,"El Mulero, San Luis Potosí, Mexico",direct,22.5833539,-101.1743799
VZ 1046,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (El Mulero),NA,2008,NA,clcactus,"El Mulero, San Luis Potosí, Mexico",direct,22.5833539,-101.1743799
VZD 1046,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : San Luis Potosí (El Mulero),NA,2008,NA,clcactus,"El Mulero, San Luis Potosí, Mexico",direct,22.5833539,-101.1743799
VZD 1168,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : Nuevo León (San Blas),NA,2009,NA,clcactus,"San Blas, Nuevo León, Mexico",direct,23.6774919,-100.435557
VCCB 1168,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : Nuevo León (San Blas),NA,2009,NA,clcactus,"San Blas, Nuevo León, Mexico",direct,23.6774919,-100.435557
VZ 1168,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : Nuevo León (San Blas),NA,2009,NA,clcactus,"San Blas, Nuevo León, Mexico",direct,23.6774919,-100.435557
VZD 1410,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (Zaragoza),NA,3-4/2013,NA,clcactus,"Zaragoza, Nuevo León, Mexico",direct,24.8514442,-99.5584592
VZD 1411,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (La Escondida),NA,3-4/2013,NA,clcactus,"La Escondida, Nuevo León, Mexico",direct,24.9079613,-99.5176098
VZD 1415,"Zdenek Vasko, Vladislav Zatloukal",Thelocactus conothelos,Mexicó : Nuevo León (Albarcones Las Viejas),NA,3-4/2013,NA,clcactus,"Albarcones Las Viejas, Nuevo León, Mexico",direct,23.70176,-100.21989
