field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
MZ 62,Milan Zachar,thelocactus conothelos v. argenteus,"Ascencion, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Ascencion, Nuevo Leon, Mexico",direct,24.3236353,-99.9136298
MZ 632,Milan Zachar,thelocactus conothelos,"Lazaro Cardenas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Lazaro Cardenas, San Luis Potosi, Mexico",direct,21.3980992,-98.6873504
MZ 68,Milan Zachar,thelocactus conothelos,"Doctor Arroyo, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Doctor Arroyo, Nuevo Leon, Mexico",direct,23.8042046,-100.2256635
MZ 6B,Milan Zachar,thelocactus conothelos,"Zaragosa, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Zaragosa, Nuevo Leon, Mexico",direct,25.51524,-99.27948
PAR 166,Pavlosek Rostislav,thelocactus conothelos,"San Miguel de Valdo, Tamaulipas, Mexico",NA,NA,NA,bcss,"San Miguel de Valdo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
PAR 167,Pavlosek Rostislav,thelocactus conothelos v. garcia,"San Miguel de Valdo, Tamaulipas, Mexico",NA,NA,NA,bcss,"San Miguel de Valdo, Tamaulipas, Mexico",direct,23.316062777,-99.734555
PAR 38,Pavlosek Rostislav,thelocactus conothelos v. argenteus,"Sandia La Victoria, Nuevo León, Mexico",NA,NA,NA,bcss,"Sandia La Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
PC 83,Petr Česal,thelocactus conothelos,"Dolores, Mexico",NA,NA,NA,bcss,"Dolores, Mexico",direct,30.4953693,-110.683626
PH 100.1,Paul Hoxey,thelocactus conothelos,"Between Bustamante and El Capulin, Tamaulipas, Mexico",1450m,21-Mar-98,NA,bcss,"Between Bustamante and El Capulin, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
PH 37.6,Paul Hoxey,thelocactus conothelos,"Tula, Tamaulipas, Mexico",05-Nov-96,05-Nov-96,NA,bcss,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
PH 48.1,Paul Hoxey,thelocactus conothelos,"Between El Capulin and Bustamante, Tamaulipas, Mexico",06-Nov-96,06-Nov-96,NA,bcss,"Between El Capulin and Bustamante, Tamaulipas, Mexico",direct,23.295531389,-99.664651111
PH 565.3,Paul Hoxey,thelocactus conothelos,"La Perdida, Tamaulipas, Mexico",1560m,14-Nov-04,NA,bcss,"La Perdida, Tamaulipas, Mexico",direct,23.5459106,-99.858352
PH 567.3,Paul Hoxey,thelocactus conothelos,"La Joya de Herrera, Tamaulipas, Mexico",2190m,15-Nov-04,NA,bcss,"La Joya de Herrera, Tamaulipas, Mexico",direct,23.4325112,-99.812732
PH 71.13,Paul Hoxey,thelocactus conothelos ssp. argenteus,"Sandia la Victoria, Nuevo León, Mexico",1600m,15-Mar-98,NA,bcss,"Sandia la Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
PH 74.6,Paul Hoxey,thelocactus conothelos ssp. aurantiacus,"La Escondida, road to Aramberri, Nuevo León, Mexico",1550-1600m,16-Mar-98,NA,bcss,"La Escondida, road to Aramberri, Nuevo León, Mexico",direct,24.107695,-99.926620833
PH 75.10,Paul Hoxey,thelocactus conothelos ssp. aurantiacus,"Aramberri, Nuevo León, Mexico",1200m,16-Mar-98,NA,bcss,"Aramberri, Nuevo León, Mexico",direct,24.2217256,-99.9241345
PH 85.2,Paul Hoxey,thelocactus conothelos,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",1900m,18-Mar-98,NA,bcss,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",direct,23.860108379,-100.306266485
PH 86.3,Paul Hoxey,thelocactus conothelos,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",1600m,18-Mar-98,NA,bcss,"Between Dr. Arroyo and Matehuala, Nuevo León, Mexico",direct,23.860108379,-100.306266485
PH 92.3,Paul Hoxey,thelocactus conothelos,"Mier y Noriega, Nuevo León, Mexico",1900m,19-Mar-98,NA,bcss,"Mier y Noriega, Nuevo León, Mexico",direct,23.4022432,-100.1389355
PH 97.1,Paul Hoxey,thelocactus conothelos,"Near La Peña, East of Miquihuana, Tamaulipas, Mexico",2050m,20-Mar-98,NA,bcss,"Near La Peña, East of Miquihuana, Tamaulipas, Mexico",direct,23.559219444,-99.686766666
PHA 29,Pavel Heřtus,thelocactus conothelos,"North-East of Tula, Tamaulipas, Mexico",NA,NA,NA,bcss,"Tula, Tamaulipas, Mexico",direction_only,22.9478816,-99.8055882
PP 1025,Pavel Pavlíček,thelocactus conothelos ssp. argenteus,"Nuevo Leon, Mexico",new locality,new locality,new locality,bcss,"Nuevo Leon, Mexico",direct,26.2384363,-99.8873
PP 1026,Pavel Pavlíček,thelocactus conothelos ssp. aurantiacus,"Santa Lucia, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Santa Lucia, Nuevo Leon, Mexico",direct,23.7733343,-99.917754
PP 1179,Pavel Pavlíček,thelocactus conothelos,"El Coyote, Huizache, San Luis Potosí, Mexico",NA,NA,NA,bcss,"El Coyote, Huizache, San Luis Potosí, Mexico",direct,22.916,-100.39664
PP 1183,Pavel Pavlíček,thelocactus conothelos ssp. argenteus,"San Dolores, Municipio Aramberri, Nuevo Leon, Mexico",2002,2002,NA,bcss,"San Dolores, Municipio Aramberri, Nuevo Leon, Mexico",direct,24.16396,-99.85201
PP 1249,Pavel Pavlíček,thelocactus conothelos v. flavus,"Santa Rita del Rucio, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Santa Rita del Rucio, San Luis Potosí, Mexico",direct,23.0644411,-100.3000094
PP 1252,Pavel Pavlíček,thelocactus conothelos,"El Coyote, San Luis Potosí, Mexico",NA,NA,NA,bcss,"El Coyote, San Luis Potosí, Mexico",direct,22.8971107,-100.573063
PP 1442,Pavel Pavlíček,thelocactus conothelos,"La Boquilla, Autoservis 20 km from Matehuala, San Luis Potosí, Mexico",robust form,robust form,robust form,bcss,"La Boquilla, Autoservis 20 km from Matehuala, San Luis Potosí, Mexico",direct,23.649299649,-100.64493502
PP 1445,Pavel Pavlíček,thelocactus conothelos,Mexico,"= LS512, PP1445","= LS512, PP1445","= LS512, PP1445",bcss,Mexico,direct,23.6585116,-102.0077097
PP 20,Pavel Pavlíček,thelocactus conothelos v. saussieri,"La Joya, Nuevo Leon, Mexico",NA,NA,NA,bcss,"La Joya, Nuevo Leon, Mexico",direct,25.0603216,-99.8973174
PP 24,Pavel Pavlíček,thelocactus conothelos ssp. argenteus,"Sandia Victoria, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Sandia Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
PP 582,Pavel Pavlíček,thelocactus conothelos ssp. aurantiacus,"Marmolejos, Nuevo Leon, Mexico",1998/11,1998/11,"large, white spines, gold flowers",bcss,"Marmolejos, Nuevo Leon, Mexico",direct,24.134801111,-99.784346389
PP 605,Pavel Pavlíček,thelocactus conothelos,"Tula, Municipio Tula, Tamaulipas, Mexico",1998/11,1998/11,NA,bcss,"Tula, Municipio Tula, Tamaulipas, Mexico",direct,22.9965712,-99.7136296
PP 609,Pavel Pavlíček,thelocactus conothelos,"Jaumave, Tamaulipas, Mexico",1998/11,1998/11,NA,bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
PP 613,Pavel Pavlíček,thelocactus conothelos,"Avilla y Urbina, Tamaulipas, Mexico",1998/11,1998/11,NA,bcss,"Avilla y Urbina, Tamaulipas, Mexico",direct,23.696016666,-99.600519723
PP 846,Pavel Pavlíček,thelocactus conothelos ssp. saussieri,"Tula, Municipio Tula, Tamaulipas, Mexico",1998/11,1998/11,locality of Gymnocactus ysabelae,bcss,"Tula, Municipio Tula, Tamaulipas, Mexico",direct,22.9965712,-99.7136296
PP 847,Pavel Pavlíček,thelocactus conothelos ssp. argenteus,"Puentes, Nuevo Leon, Mexico",1998/11,1998/11,NA,bcss,"Puentes, Nuevo Leon, Mexico",direct,25.1744829,-99.8682914
PP 848,Pavel Pavlíček,thelocactus conothelos ssp. aurantiacus,"Aramberri, Municipio Aramberri, Nuevo Leon, Mexico",1998/11,1998/11,NA,bcss,"Aramberri, Municipio Aramberri, Nuevo Leon, Mexico",direct,24.1028828,-99.8178742
REP 1056a,Werner Reppenhagen,thelocactus conothelos,"Doctor Arroyo, Nuevo León, Mexico",1900m,7/11/1975,"together with REP1054-1056a, Gymnocactus sp., Neolloydia sp., Coryphantha sp. and Echinocactus platyacanthus",bcss,"Doctor Arroyo, Nuevo León, Mexico",direct,23.8042046,-100.2256635
REP 1219,Werner Reppenhagen,thelocactus conothelos v. macdowellii,"Los Muertos, Nuevo León, Mexico",1300m,5/12/1976,together with REP1217-1219a,bcss,"Los Muertos, Nuevo León, Mexico",direct,25.6475691,-100.7450211
REP 513,Werner Reppenhagen,thelocactus conothelos v. macdowellii,"Quatro Cienegas, Coahuila, Mexico",800m,17/9/1971,"together with REP508-514a, Larrea tridentata, Opuntia cholla, O. kleiniae and Yucca sp.",bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 1056a,Werner Reppenhagen,thelocactus conothelos,"Doctor Arroyo, Nuevo León, Mexico",1900m,7/11/1975,"together with REP1054-1056a, Gymnocactus sp., Neolloydia sp., Coryphantha sp. and Echinocactus platyacanthus",bcss,"Doctor Arroyo, Nuevo León, Mexico",direct,23.8042046,-100.2256635
REPP 1219,Werner Reppenhagen,thelocactus conothelos v. macdowellii,"Los Muertos, Nuevo León, Mexico",1300m,5/12/1976,together with REP1217-1219a,bcss,"Los Muertos, Nuevo León, Mexico",direct,25.6475691,-100.7450211
REPP 513,Werner Reppenhagen,thelocactus conothelos v. macdowellii,"Quatro Cienegas, Coahuila, Mexico",800m,17/9/1971,"together with REP508-514a, Larrea tridentata, Opuntia cholla, O. kleiniae and Yucca sp.",bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
RS 1240,Roman Staník,thelocactus conothelos v. argenteus,"in the pass, hill on the right, San Ignacio del Texas, Nuevo Leon, Mexico",NA,NA,NA,bcss,"in the pass, hill on the right, San Ignacio del Texas, Nuevo Leon, Mexico",direct,24.31245,-100.189225833
RS 1247,Roman Staník,thelocactus conothelos,"Zaragosa, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Zaragosa, Nuevo Leon, Mexico",direct,25.51524,-99.27948
RS 1273,Roman Staník,thelocactus conothelos v. macdowellii,"canyon opposite Ojo Caliente, Nuevo Leon, Mexico",NA,NA,NA,bcss,"canyon opposite Ojo Caliente, Nuevo Leon, Mexico",direct,22.53333,-102.26667
RS 1305,Roman Staník,thelocactus conothelos fma.?,"down, next to the road, just before Miquihuana slope on the right, Tamaulipas, Mexico",4/7/04,4/7/04,NA,bcss,"down, next to the road, just before Miquihuana slope on the right, Tamaulipas, Mexico",direct,24.291116457,-98.640596906
RS 237,Roman Staník,thelocactus conothelos,"Tula, Tamaulipas, Mexico",26/4/93,26/4/93,= CSD62,bcss,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
RS 281,Roman Staník,thelocactus conothelos,"Guerrero, San Luis Potosi, Mexico on road behind Palmas",= CSD109,= CSD109,= CSD109,bcss,"Guerrero, San Luis Potosi, Mexico on road behind Palmas",direct,21.550753611,-99.791512222
RS 287,Roman Staník,thelocactus conothelos,"behind Matehuala direction to Doctor Arroyo, La Soledad, San Luis Potosi, Mexico",= CSD115,= CSD115,= CSD115,bcss,"behind Matehuala direction to Doctor Arroyo, La Soledad, San Luis Potosi, Mexico",direct,22.415,-101.154721944
RS 294,Roman Staník,thelocactus conothelos fma. saussieri,"km26, Route 3?, direction to Doctor Arroyo, Nuevo Leon, Mexico",= CSD122,= CSD122,= CSD122,bcss,"km26, Route 3?, direction to Doctor Arroyo, Nuevo Leon, Mexico",direct,23.860108379,-100.306266485
RS 295,Roman Staník,thelocactus conothelos,"Lobera de Portillo, Nuevo Leon, Mexico",= CSD123,= CSD123,= CSD123,bcss,"Lobera de Portillo, Nuevo Leon, Mexico",direct,23.572674167,-100.213333056
RS 302,Roman Staník,thelocactus conothelos,"Mier y Noriega, Nuevo Leon, Mexico",= CSD129,= CSD129,= CSD129,bcss,"Mier y Noriega, Nuevo Leon, Mexico",direct,23.4022432,-100.1389355
RS 311,Roman Staník,thelocactus conothelos v. aurantiacus,"Aramberi, Nuevo Leon, Mexico",= CSD137,= CSD137,= CSD137,bcss,"Aramberi, Nuevo Leon, Mexico",direct,25.6681685,-100.1275011
RS 311,Roman Staník,thelocactus conothelos v. aurantiacus,"Marmolejo behind Aramberi, Nuevo Leon, Mexico","= RS311, = CSD149","= RS311, = CSD149","= RS311, = CSD149",bcss,"Marmolejo behind Aramberi, Nuevo Leon, Mexico",direct,24.134801111,-99.784346389
RS 558,Roman Staník,thelocactus conothelos v. argenteus,"Puentes, km25.5 direction to Sandia Victoria, Nuevo Leon, Mexico",1996,1996,NA,bcss,"Puentes, km25.5 direction to Sandia Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
RS 686,Roman Staník,thelocactus conothelos,"Bustamante, Tamaulipas, Mexico",NA,NA,NA,bcss,"Bustamante, Tamaulipas, Mexico",direct,23.3249637,-99.8847687
RS 687,Roman Staník,thelocactus conothelos,"Altamira, Tamaulipas, Mexico",NA,NA,NA,bcss,"Altamira, Tamaulipas, Mexico",direct,22.5630208,-98.1165184
RS 737,Roman Staník,thelocactus conothelos,"Las Jarillas, Nuevo Leon, Mexico before Doctor Arroyo",NA,NA,NA,bcss,"Las Jarillas, Nuevo Leon, Mexico before Doctor Arroyo",direct,23.766931945,-100.268686111
SB 1862,Steven (Steve) Brack,thelocactus conothelos v. argenteus,"Sandia Grande, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Sandia Grande, Nuevo Leon, Mexico",direct,24.2010934,-100.0767244
SB 1966,Steven (Steve) Brack,thelocactus conothelos,"East of Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direction_only,23.5229037,-100.604046
SB 302,Steven (Steve) Brack,thelocactus conothelos,"Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
SB 311,Steven (Steve) Brack,thelocactus conothelos v. argenteus,"Ascencion, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Ascencion, Nuevo Leon, Mexico",direct,24.3236353,-99.9136298
SB 329,Steven (Steve) Brack,thelocactus conothelos v. aurantiacus,"Amberri, Nuevo Leon, Mexico",NA,NA,NA,bcss,"Amberri, Nuevo Leon, Mexico",direct,26.089334760426,-99.622929209314
SH 1068,Dennis Sargant (plants collected by Alfred Bernhard Lau),thelocactus conothelos v. aurantiacus,"Aramberri, Nuevo Leon, Mexico",900-1300m,26/11/1974,"together with L1063, L1064, L1069",bcss,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
SH 663,Dennis Sargant (plants collected by Alfred Bernhard Lau),thelocactus conothelos v. argenteus,"road from Ascension to Sandia, Nuevo Leon, Mexico",2200m,3/3/1974,NA,bcss,"road from Ascension to Sandia, Nuevo Leon, Mexico",direct,24.32392,-99.9141
SH 731,Dennis Sargant (plants collected by Alfred Bernhard Lau),thelocactus conothelos,"road from Cardenas to La Jolla, San Luis Potosi, Mexico",1600-1800m,16/11/1974,"together with Thelocactus bicolor, Astrophythum myriostigma",bcss,"road from Cardenas to La Jolla, San Luis Potosi, Mexico",direct,21.999450886,-99.642043381
TK 334,Antonín Krejčík,thelocactus conothelos,"Bustamante, Mexico",NA,NA,NA,bcss,"Bustamante, Mexico",direct,26.5713326,-100.5700509
TK 338,Antonín Krejčík,thelocactus conothelos,"Nuevo Leon to Puentes, Mexico",NA,NA,NA,bcss,"Nuevo Leon to Puentes, Mexico",direct,25.7851347,-100.2589034
TK 344,Antonín Krejčík,thelocactus conothelos,"Aramberi to La Escondida, Mexico",NA,NA,NA,bcss,"Aramberi to La Escondida, Mexico",direct,24.102732919292,-99.927369495656
WH 268,Walter Hellinx,thelocactus conothelos,"Cerro Hijo, Nuevo Leon, Mexico",1788m,NA,NA,bcss,"Cerro Hijo, Nuevo Leon, Mexico",direct,24.2846982,-99.9777274
WTH 114,Wolter ten Hoeve,thelocactus conothelos v. argenteus,"On the hill just South of La Presa, Nuevo León, Mexico",2001,2001,Many plants,bcss,"On the hill just South of La Presa, Nuevo León, Mexico",direct,25.348647222,-99.815334444
WTH 205,Wolter ten Hoeve,thelocactus conothelos v. argenteus,"On a hill to the South of Sandia El Grande, Nuevo León, Mexico",2002,2002,NA,bcss,"On a hill to the South of Sandia El Grande, Nuevo León, Mexico",direct,24.198733056,-100.074939444
WTH 450,Wolter ten Hoeve,thelocactus conothelos,"Low hills about 4km East of Jesús Maria Barones, Nuevo León, Mexico",2004,2004,NA,bcss,"Low hills about 4km East of Jesús Maria Barones, Nuevo León, Mexico",direct,21.122863351,-101.642886555
WTH 583,Wolter ten Hoeve,thelocactus conothelos,"Between the rocks higher up a hill along the road to El Aguacate, Tamaulipas, Mexico",2005,2005,NA,bcss,"Between the rocks higher up a hill along the road to El Aguacate, Tamaulipas, Mexico",direct,23.176225278,-98.168896666
WTH 586,Wolter ten Hoeve,thelocactus conothelos v. garciae,"Hills along the road to Bustamante, Tamaulipas, Mexico",2005,2005,NA,bcss,"Hills along the road to Bustamante, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
LAU 663,Alfred Bernhard Lau,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (road from Ascension to Sandia 2200m),NA,03/03/1974,NA,clcactus,"road from Ascension to Sandia, Nuevo Leon, Mexico",direct,24.32392,-99.9141
L 663,Alfred Bernhard Lau,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (road from Ascension to Sandia 2200m),NA,03/03/1974,NA,clcactus,"road from Ascension to Sandia, Nuevo Leon, Mexico",direct,24.32392,-99.9141
LAU 731,Alfred Bernhard Lau,Thelocactus conothelos,Mexicó : San Luis Potosi (road from Cardenas to La Jolla 1600-1800m),NA,16/11/1974,"together with Thelocactus bicolor, Astrophythum myriostigma",clcactus,"road from Cardenas to La Jolla, San Luis Potosi, Mexico",direct,21.999450886,-99.642043381
L 731,Alfred Bernhard Lau,Thelocactus conothelos,Mexicó : San Luis Potosi (road from Cardenas to La Jolla 1600-1800m),NA,16/11/1974,"together with Thelocactus bicolor, Astrophythum myriostigma",clcactus,"road from Cardenas to La Jolla, San Luis Potosi, Mexico",direct,21.999450886,-99.642043381
LAU 1068,Alfred Bernhard Lau,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Aramberri 900-1300m),NA,26/11/1974,"together with L1063, L1064, L1069",clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
L 1068,Alfred Bernhard Lau,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Aramberri 900-1300m),NA,26/11/1974,"together with L1063, L1064, L1069",clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
DAR 15,Amante Darmanin,Thelocactus conothelos,"Doctor Arroyo, Nuevo León, Mexicó",NA,NA,NA,clcactus,"Doctor Arroyo, Nuevo León, Mexico",direct,23.8042046,-100.2256635
DAR 115,Amante Darmanin,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
DAR 198,Amante Darmanin,Thelocactus conothelos,"La Perdida, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"La Perdida, Tamaulipas, Mexico",direct,23.5459106,-99.858352
AL 287,Andreas Laras,Thelocactus conothelos ssp. aurantiacus,Mexicó : Nuevo León (north of Marmolejo),NA,NA,NA,clcactus,"north of Marmolejo, Nuevo León, Mexico",direct,24.134801111,-99.784346389
TK 334,Antonín Krejčík,Thelocactus conothelos,"Bustamante, Mexicó",NA,NA,NA,clcactus,"Bustamante, Mexico",direct,26.5713326,-100.5700509
TK 338,Antonín Krejčík,Thelocactus conothelos,"Nuevo Leon to Puentes, Mexicó",NA,NA,NA,clcactus,"Nuevo Leon to Puentes, Mexico",direct,25.7851347,-100.2589034
TK 344,Antonín Krejčík,Thelocactus conothelos,"Aramberi to La Escondida, Mexicó",NA,NA,NA,clcactus,"Aramberi to La Escondida, Mexico",direct,24.102732919292,-99.927369495656
Z 7,Carlo Zanovello,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
Z 122,Carlo Zanovello,Thelocactus conothelos,Mexicó : Tamaulipas (La Perdida),NA,NA,NA,clcactus,"La Perdida, Tamaulipas, Mexico",direct,23.5459106,-99.858352
Z 128A,Carlo Zanovello,Thelocactus conothelos,Mexicó : Nuevo León (Myer y Noriega),NA,NA,NA,clcactus,"Myer y Noriega, Nuevo León, Mexico",direct,23.417916554,-100.160407969
Z 177,Carlo Zanovello,Thelocactus conothelos,Mexicó : Nuevo León (La Escondida),NA,NA,NA,clcactus,"La Escondida, Nuevo León, Mexico",direct,24.9079613,-99.5176098
GOMEZ 1250,Carlos Gómez Hinostrosa,Thelocactus conothelos,"Mier y Noriega, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Mier y Noriega, Nuevo Leon, Mexico",direct,23.4022432,-100.1389355
GLF 608,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. macdowellii,"km 377, Highway 40, between Saltillo to Menterrey, Coahuila, Mexicó",NA,NA,NA,clcactus,"km 377, Highway 40, between Saltillo to Menterrey, Coahuila, Mexico",direct,25.483092062739,-100.972000963135
GLF 682,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos,"6 miles South-West of Jaumave, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"6 miles South-West of Jaumave, Tamaulipas, Mexico",direct,23.478425777000002,-99.412658509
GLF 758,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Zaragoza),NA,NA,NA,clcactus,"Zaragoza, Nuevo Leon, Mexico",direct,24.8514442,-99.5584592
GLF 1717,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos,"km 28, Puerto Oregano, West of microwave station, Mexicó",NA,NA,NA,clcactus,"km 28, Puerto Oregano, West of microwave station, Mexico",direct,18.331312222,-93.251704444
GLF 2218,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. argenteus,"Mexicó : Coahuila (1 mile past Higueras, side road to hill just beyond border of Nuevo Leon)",NA,NA,NA,clcactus,"1 mile past Higueras, side road to hill just beyond border of Nuevo Leon, Coahuila, Mexico",direct,25.718188611,-103.294614722
GLF 2269,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos,Mexicó : San Luis Potosi (10 miles out of Matehuala),NA,NA,NA,clcactus,"10 miles out of Matehuala, San Luis Potosi, Mexico",direct,23.649299649,-100.64493502
GLF 2276,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos,"20 miles East of Matehuala, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"20 miles East of Matehuala, San Luis Potosi, Mexico",direct,23.660852824888,-100.66016118404
GLF 3176,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. argenteus,"Mountain ridges 7 miles West of Ascension, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Mountain ridges 7 miles West of Ascension, Nuevo Leon, Mexico",direct,24.32392,-99.9141
GLF 3183,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. aurantiacus,"rocky cliffs 9 miles East of La Escondida, North-West of Aramberri, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"rocky cliffs 9 miles East of La Escondida, North-West of Aramberri, Nuevo Leon, Mexico",direct,24.107695,-99.926620833
GLF 3599,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
GLF 3909,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. argenteus,"Sandia, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Sandia, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
GLF 5529,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Thelocactus conothelos  v. argenteus,"Near Ascension, Cerro Hijo, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Near Ascension, Cerro Hijo, Nuevo Leon, Mexico",direct,24.25994,-99.95372
CS 73.10,Chris Sherrah,Thelocactus conothelos  (sausseri),"Mexicó : Nuevo Leon (Matehuala to Doctor Arroyo, 1651 m)",NA,24/05/2007,NA,clcactus,"Matehuala to Doctor Arroyo,, Nuevo Leon, Mexico",direct,23.6829942,-100.2020618
CS 73.8,Chris Sherrah,Thelocactus conothelos  (sausseri),"Mexicó : Nuevo Leon (Matehuala to Doctor Arroyo, 1651 m)",NA,24/05/2007,NA,clcactus,"Matehuala to Doctor Arroyo,, Nuevo Leon, Mexico",direct,23.6829942,-100.2020618
CS 87.2,Chris Sherrah,Thelocactus conothelos,"Mexicó : Nuevo Leon (north Matehuala, 1817 m)",NA,30/05/2007,NA,clcactus,"north Matehuala,, Nuevo Leon, Mexico",direct,26.52649484413,-100.493388949192
CS 111.4,Chris Sherrah,Thelocactus conothelos ssp. auranticus,"Mexicó : San Luis Potosi (East of Matehuala, 1619 m)",NA,16/06/2007,NA,clcactus,"East of Matehuala,, San Luis Potosi, Mexico",direct,23.660852824888,-100.66016118404
CS 112.2,Chris Sherrah,Thelocactus conothelos ssp. auranticus,"Mexicó : San Luis Potosi (South of Matehuala, 1610 m)",NA,16/06/2007,NA,clcactus,"South of Matehuala,, San Luis Potosi, Mexico",direct,23.665167239339,-100.638603158593
SH 663,Dennis Sargant (plants collected by Alfred Bernhard Lau),Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (road from Ascension to Sandia 2200m),NA,03/03/1974,NA,clcactus,"road from Ascension to Sandia, Nuevo Leon, Mexico",direct,24.32392,-99.9141
SH 731,Dennis Sargant (plants collected by Alfred Bernhard Lau),Thelocactus conothelos,Mexicó : San Luis Potosi (road from Cardenas to La Jolla 1600-1800m),NA,16/11/1974,"together with Thelocactus bicolor, Astrophythum myriostigma",clcactus,"road from Cardenas to La Jolla, San Luis Potosi, Mexico",direct,21.999450886,-99.642043381
SH 1068,Dennis Sargant (plants collected by Alfred Bernhard Lau),Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Aramberri 900-1300m),NA,26/11/1974,"together with L1063, L1064, L1069",clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
GL 158,Gary Loos,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Zaragoza),NA,NA,NA,clcactus,"Zaragoza, Nuevo Leon, Mexico",direct,24.8514442,-99.5584592
GL 758,Gary Loos,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo Leon (Zaragoza),NA,NA,NA,clcactus,"Zaragoza, Nuevo Leon, Mexico",direct,24.8514442,-99.5584592
